Time,Sales(M),Change_vs_previous_year(%)
2018-12-31,168.25627942199998,
2019-12-31,241.47650876699998,0.4351708571978934
2020-12-31,223.111499907,-0.07605298318156628
2021-12-31,233.984255355,0.048732384715857835
2022-12-31,252.99786064254363,0.08126019102736759
2023-12-31,256.23867285360984,0.012809642748897065
